Key,Value
"u̯esperos, u̯ekeros","vesper.n.02, evening.n.01, evening.n.03, evening.n.02"
1. streig-,"pause.n.02, pause.n.01, pause.v.02, falter.v.02, falter.v.01"
*ses-,"rest.n.02, rest.n.06, rest.n.07, rest.n.05, rest.n.04, sleep.n.01, sleep.n.02, sleep.n.03, kip.n.01, rest.v.05, sleep.v.01, rest.v.02, rest.v.03, rest.v.01, rest.v.08, rest.v.11, rest.v.07, sleep.v.02"
gʰom-,"stall.n.07, stall.n.03, stall.n.01, stall.n.05, stall.n.04, stall.v.03, stall.v.02, stall.v.07, stall.v.06, stall.v.05, stall.v.04"
?1.*sper-{1},"save.n.01, save.v.06, save.v.02, save.v.05, save.v.04, save.v.09, liberate.v.03, save.v.03"
aǵro-s,"field.n.06, field.n.16, field.n.13, field.n.12, field.n.10, field.n.15, field.n.11, field.n.03, field.n.01, field.n.14, acre.n.03, acre.n.02, field.n.05, acre.n.01, field.v.04, field.v.03, field.v.02, field.v.01"
"2b. per-, perə-","ferry.n.02, ferry.n.01, transport.n.02, transport.v.02, ferry.v.03, ferry.v.02, ferry.v.01, transport.v.04, transport.v.01"
*perh₂-,"sell.n.01, sell.v.03, clear.v.16, sell.v.05, sell.v.01, deal.v.13, sell.v.02, sell.v.07, sell.v.06"
5. pel-,"sell.n.01, sell.v.03, clear.v.16, sell.v.05, sell.v.01, deal.v.13, sell.v.02, sell.v.07, sell.v.06"
"en(o)mn̥-, (o)nomn̥, nōmn̥","name.n.05, name.n.01, name.n.06, name.n.03, name.n.04, name.n.02, name.v.05, name.v.02, name.v.01, name.v.03"
*snei̯gʷʰ-,"stick.n.09, stick.n.01, stick.n.07, stick.n.03, stick.n.06, stick.n.04, stick.n.02, stick.v.15, stick.v.13, stick.v.12, stick.v.11, stick.v.10, stick.v.09, stick.v.08, stick.v.04"
1.*lei̯p-{1},"stick.n.09, stick.n.01, stick.n.07, stick.n.03, stick.n.06, stick.n.04, stick.n.02, stick.v.15, stick.v.13, stick.v.12, stick.v.11, stick.v.10, stick.v.09, stick.v.08, stick.v.04"
?*glei̯bʰ-{1},"stick.n.09, stick.n.01, stick.n.07, stick.n.03, stick.n.06, stick.n.04, stick.n.02, stick.v.15, stick.v.13, stick.v.12, stick.v.11, stick.v.10, stick.v.09, stick.v.08, stick.v.04"
bak-,"stick.n.09, peg.n.01, peg.n.06, peg.n.05, peg.n.04, stick.n.01, stick.n.07, stick.n.03, stick.n.06, peg.n.02, stick.n.04, stick.n.02, peg.v.04, stick.v.15, peg.v.03, stick.v.13, stick.v.12, peg.v.02, stick.v.11, stick.v.10, stick.v.09, stick.v.08, stick.v.04"
ǵebʰ-,"stick.n.09, stick.n.01, stick.n.07, stick.n.03, stick.n.06, stick.n.04, branch.n.01, branch.n.05, branch.n.02, stick.n.02, bough.n.01, branch.n.03, branch.v.02, stick.v.15, stick.v.13, stick.v.12, stick.v.11, stick.v.10, stick.v.09, stick.v.08, stick.v.04"
"ǵʰaiso-, or ǵʰəiso- : ǵʰēiso-","stick.n.09, stick.n.01, stick.n.07, stick.n.03, stick.n.06, stick.n.04, stick.n.02, stick.v.15, stick.v.13, stick.v.12, stick.v.11, stick.v.10, stick.v.09, stick.v.08, stick.v.04"
2. kel-,"stick.n.09, stick.n.01, stick.n.07, stick.n.03, stick.n.06, stick.n.04, stick.n.02, sting.n.03, sting.n.01, stick.v.15, stick.v.13, stick.v.12, sting.v.02, stick.v.11, stick.v.10, stick.v.09, stick.v.08, sting.v.05, stick.v.04"
"1. ḱem-, or ḱam-","stick.n.09, horn.n.02, horn.n.06, horn.n.09, horn.n.04, horn.n.01, horn.n.08, pole.n.01, pole.n.10, pole.n.09, stick.n.01, stick.n.07, stick.n.03, stick.n.06, pole.n.03, horn.n.03, stick.n.04, pole.n.07, pole.n.06, pole.n.02, stick.n.02, horn.n.07, pole.v.03, stick.v.15, pole.v.02, stick.v.13, stick.v.12, horn.v.01, stick.v.11, stick.v.10, stick.v.09, stick.v.08, stick.v.04"
ḱent-,"stick.n.09, stick.n.01, stick.n.07, stick.n.03, stick.n.06, stick.n.04, stick.n.02, stick.v.15, stick.v.13, stick.v.12, stick.v.11, stick.v.10, stick.v.09, stick.v.08, stick.v.04"
1. leip-,"stick.n.09, stick.n.01, stick.n.07, stick.n.03, stick.n.06, stick.n.04, stick.n.02, stick.v.15, stick.v.13, stick.v.12, stick.v.11, stick.v.10, stick.v.09, stick.v.08, stick.v.04"
"lorgā-, lorgi-","stick.n.09, club.n.03, club.n.06, stick.n.01, stick.n.07, stick.n.03, stick.n.06, stick.n.04, club.n.02, stick.n.02, stick.v.15, club.v.04, club.v.03, stick.v.13, stick.v.12, stick.v.11, stick.v.10, stick.v.09, stick.v.08, club.v.02, club.v.01, stick.v.04"
neǵʰ-,"stick.n.09, stab.n.02, stick.n.01, stick.n.07, stick.n.03, stick.n.06, stick.n.04, pierce.n.01, stick.n.02, stick.v.15, stab.v.02, pierce.v.05, pierce.v.04, stick.v.13, stick.v.12, pierce.v.01, stick.v.11, stick.v.10, stick.v.09, stick.v.08, pierce.v.02, pierce.v.03, stick.v.04"
pertʰ-,"stick.n.09, pole.n.01, pole.n.10, pole.n.09, stick.n.01, stick.n.07, stick.n.03, stick.n.06, pole.n.03, stick.n.04, pole.n.07, pole.n.06, pole.n.02, stick.n.02, pole.v.03, stick.v.15, pole.v.02, stick.v.13, stick.v.12, stick.v.11, stick.v.10, stick.v.09, stick.v.08, stick.v.04"
"peuḱ-, and peuǵ-","stick.n.09, stab.n.02, stick.n.01, stick.n.07, stick.n.03, stick.n.06, stick.n.04, stick.n.02, stick.v.15, stab.v.02, stick.v.13, stick.v.12, stick.v.11, stick.v.10, stick.v.09, stick.v.08, stick.v.04"
"rēt-, rōt-, rət-","stick.n.09, pole.n.01, pole.n.10, pole.n.09, stick.n.01, stick.n.07, stick.n.03, stick.n.06, trunk.n.02, pole.n.03, stick.n.04, pole.n.07, pole.n.06, pole.n.02, stick.n.02, trunk.n.01, pole.v.03, stick.v.15, pole.v.02, stick.v.13, stick.v.12, stick.v.11, stick.v.10, stick.v.09, stick.v.08, stick.v.04"
"stē̆ib(ʰ)-, stī̆b(ʰ)-, stē̆ip-, stī̆p-","stick.n.09, pole.n.01, pole.n.10, pole.n.09, stick.n.01, stick.n.07, stick.n.03, stick.n.06, pole.n.03, stick.n.04, pole.n.07, pole.n.06, pole.n.02, stick.n.02, pole.v.03, stick.v.15, pole.v.02, stick.v.13, stick.v.12, stick.v.11, stick.v.10, stick.v.09, stick.v.08, stick.v.04"
bʰēgʰ- : bʰōgʰ-,"dispute.n.02, dispute.n.01"
*dʰei̯Hgʷ-{1},"stab.n.02, insert.n.02, insert.n.01, insert.v.02, stab.v.02, insert.v.01"
*h₂u̯eg-,"stab.n.02, poke.n.01, sting.n.03, sting.n.01, poke.v.05, stab.v.02, poke.v.03, sting.v.02, sting.v.05"
*k̑ent-{1},"stab.n.02, poke.n.01, sting.n.03, sting.n.01, poke.v.05, stab.v.02, poke.v.03, sting.v.02, sting.v.05"
*peu̯g/g̑-{1},"stab.n.02, poke.n.01, sting.n.03, sting.n.01, poke.v.05, stab.v.02, poke.v.03, sting.v.02, sting.v.05"
?*h₁neg̑ʰ-{1},"stab.n.02, insert.n.02, insert.n.01, insert.v.02, stab.v.02, insert.v.01"
?*stegʰ-,"stab.n.02, poke.n.01, sting.n.03, sting.n.01, poke.v.05, stab.v.02, poke.v.03, sting.v.02, sting.v.05"
?2.*h₂et-{1},"stab.n.02, stab.v.02"
1. bʰedʰ-,"stab.n.02, pierce.n.01, embed.v.02, stab.v.02, pierce.v.05, pierce.v.04, pierce.v.01, pierce.v.02, pierce.v.03"
4. u̯es-,"stab.n.02, pierce.n.01, stab.v.02, pierce.v.05, pierce.v.04, pierce.v.01, pierce.v.02, pierce.v.03"
slak-,"hammer.n.08, hammer.n.02, hammer.n.07, hammer.n.06, hammer.n.01, hammer.n.05, hammer.v.01"
"ḱerdʰo-, ḱerdʰā","line.n.16, line.n.18, line.n.14, line.n.23, line.n.22, row.n.06, line.n.29, line.n.02, line.n.05, line.n.27, herd.n.01, herd.n.02, line.n.03, line.n.01, row.n.01, row.n.05, line.n.11, line.n.20, line.n.07, row.n.03, line.n.06, line.n.04, line.v.06, line.v.05, line.v.02, line.v.04, row.v.01, herd.v.02, herd.v.01, herd.v.03, line.v.01"
"ǵʰesor-, ǵʰesr-","hand.n.14, hand.n.13, hand.n.08, hand.n.01, hand.n.04, hand.n.07, hand.n.12, hand.n.06, hand.n.05, hand.n.10, hand.n.09, hand.v.02"
ǵʰesto-,"hand.n.14, hand.n.13, arm.n.04, arm.n.02, hand.n.08, arm.n.01, hand.n.01, hand.n.04, hand.n.07, hand.n.12, hand.n.06, hand.n.05, hand.n.10, hand.n.09, arm.v.01, hand.v.02, arm.v.02"
"mə-r, genitive mə-n-és, mn̥tós","hand.n.14, hand.n.13, hand.n.08, hand.n.01, hand.n.04, hand.n.07, hand.n.12, hand.n.06, hand.n.05, hand.n.10, hand.n.09, hand.v.02"
mizdʰó-,"reward.n.03, reward.n.04, reward.n.02, meed.n.01, fee.n.02, fee.n.01, pay.v.09, pay.v.01, pay.v.11, pay.v.05, pay.v.10, reward.v.03, pay.v.08, pay.v.07"
*gʷelh₁-{1},"meeting.n.04, meeting.n.03, meeting.n.01, meeting.n.02"
"1. su̯er-, also ser-?","answer.n.05, answer.n.04, answer.n.01, answer.n.03, answer.v.04, answer.v.03, answer.v.10, answer.v.02, answer.v.05, answer.v.01, swear.v.03, swear.v.04, answer.v.09, answer.v.08, answer.v.06"
"ku̯ēt-, ku̯ət- : kū̆t-","winnow.n.01, winnow.v.04, winnow.v.01, winnow.v.02"
*nei̯H-{1},"lead.n.17, lead.n.04, guide.n.06, lead.n.15, lead.n.14, lead.n.01, lead.n.03, lead.n.06, lead.n.11, lead.n.09, guide.n.02, lead.n.07, lead.n.05, lead.n.02, lead.v.05, guide.v.05, lead.v.04, lead.v.01, guide.v.04, guide.v.03, lead.v.03, lead.v.08"
*u̯edʰ-{1},"lead.n.17, lead.n.04, lead.n.15, lead.n.14, lead.n.01, lead.n.03, lead.n.06, lead.n.11, lead.n.09, lead.n.07, lead.n.05, lead.n.02, lead.v.05, lead.v.04, lead.v.01, lead.v.03, lead.v.08"
4. bʰer-,"buzz.n.02, buzz.n.01, buzz.v.04, buzz.v.02, buzz.v.01"
2. bʰerem-,"buzz.n.02, drone.n.01, drone.n.05, drone.n.04, buzz.n.01, buzz.v.04, drone.v.02, buzz.v.02, buzz.v.01, drone.v.01"
2. kem-,"buzz.n.02, buzz.n.01, buzz.v.04, croon.v.01, buzz.v.02, buzz.v.01"
ǵʰu̯el-,"swerve.n.01, swerve.v.01"
"gʰebʰ-el-, gʰebʰ-<sub>e</sub>l-, gʰebʰ-elo-","head.n.02, gable.n.01, head.n.31, head.n.30, head.n.29, head.n.28, head.n.26, head.n.01, head.n.25, head.n.09, head.n.05, head.n.07, head.n.18, head.n.17, head.n.15, head.n.04, head.n.14, head.n.06, head.n.11, head.n.10, head.v.09, head.v.01, head.v.02, head.v.08, head.v.07, head.v.04, head.v.06"
kap-ut,"head.n.02, head.n.31, head.n.30, head.n.29, head.n.28, head.n.26, head.n.01, head.n.25, head.n.09, head.n.05, head.n.07, head.n.18, head.n.17, head.n.15, head.n.04, head.n.14, head.n.06, head.n.11, head.n.10, head.v.09, head.v.01, head.v.02, head.v.08, head.v.07, head.v.04, head.v.06"
"1. ḱer-, ḱerə- : ḱrā-, ḱerei-, ḱereu-","head.n.02, horn.n.02, horn.n.06, head.n.31, head.n.30, head.n.29, head.n.28, horn.n.09, horn.n.04, horn.n.01, horn.n.08, head.n.26, head.n.01, head.n.25, head.n.09, horn.n.03, head.n.05, head.n.07, head.n.18, head.n.17, head.n.15, head.n.04, head.n.14, head.n.06, head.n.11, head.n.10, horn.n.07, horn.v.01, head.v.09, head.v.01, head.v.02, head.v.08, head.v.07, head.v.04, head.v.06"
3. u̯eis-,"virus.n.01, poison.n.02, virus.n.03, virus.n.02, poison.n.01, poison.v.05, poison.v.03, poison.v.02, poison.v.04, poison.v.01"
"1. ǵʰasto-, ǵʰazdʰo-","rod.n.02, pole.n.01, pole.n.10, pole.n.09, rod.n.01, rod.n.05, pole.n.03, pole.n.07, pole.n.06, pole.n.02, pole.v.03, pole.v.02"
loǵ-,"rod.n.02, rod.n.01, rod.n.05, twig.v.01"
ario-?,"host.n.03, master.n.06, host.n.09, host.n.05, host.n.06, host.n.08, host.n.01, host.n.07, lord.n.03, master.n.09, master.n.04, master.n.08, master.n.07, master.v.04, master.v.01, host.v.01, lord.v.01"
poti-s,"host.n.03, master.n.06, host.n.09, host.n.05, host.n.06, host.n.08, host.n.01, host.n.07, husband.n.01, lord.n.03, master.n.09, master.n.04, master.n.08, master.n.07, owner.n.01, owner.n.02, master.v.04, master.v.01, host.v.01, lord.v.01"
ō(u̯)i̯-om,"egg.n.01, ovum.n.01, egg.n.02, egg.v.02, egg.v.01"
"knid-, ḱnid-, sknid-","nit.n.02, louse.n.01, nit.n.01"
"2. krek-, kr̥k-","roe.n.04, roe.n.03, roe.n.02, roe.n.01"
"au̯ei-, əu̯ei-?","bird.n.01, bird.n.02, avifauna.n.01, bird.v.01"
krū̆t-,"breast.n.04, breast.n.01, breast.n.02, breast.n.03, protuberance.n.02, breast.v.01"
1. perḱ-,"breast.n.04, breast.n.01, breast.n.02, breast.n.03, breast.v.01"
"speno-, stē̆no-, p(ə)stē̆no-","breast.n.04, nipple.n.02, breast.n.01, breast.n.02, nipple.n.01, breast.n.03, breast.v.01"
"1. gʷer-, gʷerə-","throat.n.04, throat.n.03, throat.n.02, throat.n.01, gorge.n.01, gorge.v.01"
"storos, stornos, str̥nos?","songbird.n.01, starling.n.01"
(s)pingo-,"finch.n.01, sparrow.n.01"
trozdos- : tr̥zdos-,"thrush.n.03, blackbird.n.02, thrush.n.02, thrush.n.01"
kopso-,blackbird.n.02
"1. er-, or-","eagle.n.01, eagle.n.04, eagle.n.03, eagle.n.02, eagle.v.02, eagle.v.01"
"gʰel-ōu-, gʰelū-","turtle.n.02, tortoise.n.01, turtle.v.02"
k<sub>e</sub>mer-,"turtle.n.02, turtle.v.02"
angʷ(ʰ)i-,"snake.n.01, worm.n.01, eel.n.02, serpent.n.03, serpent.n.02, snake.n.05, worm.n.04, worm.n.03, eel.n.01, snake.n.03, snake.n.02, worm.n.02, snake.v.03, snake.v.01, snake.v.02"
"nē-tr-, nə-tr-","snake.n.01, adder.n.03, adder.n.02, snake.n.05, snake.n.03, adder.n.01, snake.n.02, snake.v.03, snake.v.01, snake.v.02"
sneig-,"snake.n.01, snake.n.05, snake.n.03, snake.n.02, snake.v.03, snake.v.01, snake.v.02"
1. gʰer-,"rattle.n.03, rattle.n.02, rattle.n.01, rattle.v.02, rattle.v.01"
"1. erek-, er[e]gʰ-","tick.n.02, mite.n.02, louse.n.01, tick.n.04, tick.n.01, tick.v.02"
u̯ortoko-,"quail.n.02, quail.n.01"
anət-,"duck.n.01, solan.n.01, duck.n.04, duck.n.03, duck.n.02, duck.v.01, duck.v.02"
ǵʰan-s-,"goose.n.01, goose.n.03, goose.v.03, goose.v.02, goose.v.01"
gʷou-,"cow.n.02, ox.n.02, ox.n.01, cow.n.01, gaur.n.01, cow.n.03"
lāp-,"cow.n.02, cow.n.01, cow.n.03"
u̯ā̆kā,"cow.n.02, cow.n.01, cow.n.03"
"bʰū̆ǵo-s, familiar form bʰukko-s","buck.n.05, goat.n.01, buck.v.04, buck.v.02, buck.v.01"
eǵʰi-,hedgehog.n.02
*keu̯dʰ-{1},"hide.n.02, hide.n.01, hide.v.01, hide.v.02"
*klep-{1},"hide.n.02, hide.n.01, hide.v.01, hide.v.02"
1.*k̑el-{1},"hide.n.02, hide.n.01, hide.v.01, hide.v.02"
?*g(ʷ)ʰeu̯g̑ʰ-{1},"hide.n.02, hide.n.01, hide.v.01, hide.v.02"
?*pelk-{1},"hide.n.02, hide.n.01, envelop.v.01, hide.v.01, hide.v.02"
bʰerǵʰ-,"hide.n.02, hide.n.01, bury.v.03, bury.v.05, hide.v.01, hide.v.02, bury.v.01, bury.v.02"
glōgʰ- : gləgʰ-,"barb.n.04, barb.n.03, barb.n.02, spike.n.02, spike.n.11, spike.n.10, spike.n.09, spike.n.08, spike.n.07, spike.n.01, spike.n.05, spike.n.04, spike.v.06, spike.v.05, spike.v.04, spike.v.03, barb.v.01, spike.v.01"
nak-,"fur.n.02, fur.n.03, fur.n.01, pelt.v.01"
7. mel-,"wool.n.03, wool.n.01, wool.n.02"
"4. u̯el-, u̯elə-","wool.n.03, wool.n.01, forest.n.01, wold.n.01, forest.n.02, wool.n.02"
"dʰrigʰ-, or dʰreikʰ-","hair.n.06, bristle.n.02, bristle.n.01, hair.n.04, hair.n.01, hair.n.03, bristle.v.04, bristle.v.02, bristle.v.03"
kais-,"hair.n.06, hair.n.04, hair.n.01, hair.n.03"
pi-lo-,"hair.n.06, pilus.n.02, pile.n.07, pile.n.06, hair.n.04, hair.n.01, pile.n.01, hair.n.03, pile.n.03, pile.v.03"
3. u̯endʰ-,"hair.n.06, beard.n.04, hair.n.04, hair.n.01, beard.n.01, beard.n.03, hair.n.03, beard.n.02, beard.v.01"
"bʰares-, bʰores-","bristle.n.02, bristle.n.01, point.n.15, point.n.25, point.n.24, point.n.14, point.n.23, point.n.22, point.n.01, point.n.07, point.n.03, point.n.20, point.n.02, point.n.11, point.n.18, point.n.10, point.n.17, point.n.13, point.n.08, point.n.09, point.n.06, point.v.14, bristle.v.04, point.v.12, point.v.10, point.v.09, point.v.08, point.v.07, bristle.v.02, bristle.v.03"
ǵʰers-,"bristle.n.02, bristle.n.01, bristle.v.04, bristle.v.02, bristle.v.03"
1. ḱer(s)-,"bristle.n.02, bristle.n.01, bristle.v.04, bristle.v.02, bristle.v.03"
"3a. u̯er-, u̯r̥mi-s, u̯r̥mo-s","worm.n.01, worm.n.04, worm.n.03, worm.n.02"
ḱonkʰo-,"conch.n.01, mussel.n.02, mussel.n.01"
?*u̯eg-{1},"knot.n.07, knot.n.02, weave.n.01, knot.n.01, knot.n.04, knot.n.03, knot.v.02, weave.v.01, knot.v.01, weave.v.02, weave.v.04"
2. mezg-,"knot.n.07, knit.n.03, knit.n.02, knit.n.01, knot.n.02, knot.n.01, knot.n.04, knot.n.03, attach.v.02, attach.v.03, attach.v.01, knot.v.02, knit.v.01, knit.v.02, knot.v.01"
pik(ʰ)o-,"knot.n.07, knot.n.02, knot.n.01, knot.n.04, knot.n.03, knot.v.02, lump.v.01, knot.v.01"
"ḱu̯on-, ḱun-","dog.n.01, hound.n.01, dog.n.03, hound.v.01"
u̯l̥kʷos,"wolf.n.01, wolf.n.04, wolf.v.01"
"u̯l̥p-, lup-","wolf.n.01, wolf.n.04, wolf.v.01"
"kā̆pʰo-, or ḱō̆pʰo-","hoof.n.01, hoof.n.02, hoof.v.02"
"onogʰ- : ongʰ-, nogʰ-, Celtic n̥gʰ-, ongʰ-li-","claw.n.04, claw.n.01, claw.n.03, claw.v.04, claw.v.02, claw.v.03, claw.v.01"
"udero-, u̯ēdero-","belly.n.05, uterus.n.01, belly.n.02, belly.n.04, belly.n.03, belly.v.01"
"dumb-, dumbʰ-?","tail.n.01, tail.n.07, tail.n.06, penis.n.01, tail.n.05, tail.n.03, tail.v.03"
"lū̆s, genitive luu̯-ós",louse.n.01
"blou-, bʰlou-?, plou-",flea.n.01
"embʰi-, empi-","mosquito.n.01, gnat.n.02, gnat.n.01, bee.n.01, bee.n.02"
"dʰu̯en-, dʰun-","drone.n.01, drone.n.05, drone.n.04, drone.v.02, drone.v.01"
u̯obʰsā,"wasp.n.02, wasp.n.01"
moru̯ī̆-,"ant.n.01, mire.n.01, mire.n.03, mire.v.04, mire.v.02"
"1. matʰ-, or motʰ-",moth.n.01
gʷē̆nā,"queen.n.01, queen.n.09, queen.n.08, queen.n.07, queen.n.02, queen.n.03, queen.n.04, wife.n.01, woman.n.01, woman.n.02, queen.v.02, queen.v.01"
13. u̯er-,"squirrel.n.01, weasel.n.02, weasel.n.01, squirrel.n.02"
"ēudʰ-, ōudʰ-, ūdʰ-",udder.n.01
eḱu̯o-s,"horse.n.01, horse.n.02, horse.v.01"
marko-,"horse.n.01, mare.n.01, horse.n.02, mare.n.02, horse.v.01"
"sū̆-s, suu̯-ós","swine.n.01, sow.n.01, pig.n.06, sow.v.02, sow.v.01, pig.v.01"
porḱo-s,porker.n.01
reu-smen-,rumen.n.01
2. peḱ-,cattle.n.01
"2. er-, eri-","ovis.n.01, sheep.n.01, goat.n.01, sheep.n.03, sheep.n.02"
óu̯i-s,"ovis.n.01, sheep.n.01, ewe.n.03, ewe.n.02, ewe.n.01, sheep.n.03, sheep.n.02"
u̯<sub>e</sub>ren-,"ovis.n.01, sheep.n.01, ram.n.05, lamb.n.01, ram.n.04, lamb.n.05, lamb.n.04, lamb.n.03, sheep.n.03, sheep.n.02, lamb.v.01, ram.v.01"
agʷʰ-no-s,"lamb.n.01, lamb.n.05, lamb.n.04, lamb.n.03, lamb.v.01"
bʰardʰā,"beard.n.04, beard.n.01, beard.n.03, beard.n.02, beard.v.01"
smek-,"beard.n.04, beard.n.01, chin.n.01, beard.n.03, beard.n.02, chin.v.01, beard.v.01"
ā̆ǵ-,goat.n.01
aiǵ-,goat.n.01
digʰ-,goat.n.01
"gʰaido-, or ǵʰaido-","goat.n.01, kid.n.05, kid.n.02, kid.v.02"
"kaǵo-, masc., kaǵā- fem.",goat.n.01
bʰren-to-s,deer.n.01
keḱ-,"weasel.n.02, weasel.n.01"
3. kenk-,"hock.n.02, heel.n.01, heel.n.06, heel.n.05, heel.n.02, heel.n.04, hock.v.02, heel.v.05, heel.v.04, heel.v.03, heel.v.02"
bʰāǵʰú-s,"elbow.n.05, elbow.n.04, elbow.n.02, elbow.n.03, forearm.n.01, elbow.n.01, forearm.v.01, elbow.v.02, elbow.v.01"
gʷʰeiə- : gʷʰī-,"vein.n.05, tendon.n.01, vein.n.01, vein.n.02, vein.n.04, vein.n.03, vein.v.01"
abō(n),"ape.n.01, monkey.n.01, ape.v.01"
skordʰo-,"pan.n.04, pan.n.03, pan.n.01, pan.n.02, pan.v.03, pan.v.02, pan.v.01"
gʰelunā,"gill.n.04, jaw.n.03, jaw.n.01, jaw.n.02, gill.n.03, gill.n.02, gill.n.01"
"ǵʰðū-, or ǵʰi̯ū-?","fish.n.01, fish.n.02, fish.v.02, fish.v.01"
"peisk-, pisk-","fish.n.01, fish.n.02, fish.v.02, fish.v.01"
dous-,"arm.n.04, arm.n.02, arm.n.01, arm.v.01, arm.v.02"
kr(o)k-sko-,"arm.n.04, arm.n.02, arm.n.01, arm.v.01, arm.v.02"
(s)teigʷ-,"arm.n.04, arm.n.02, hip.n.01, arm.n.01, hip.n.03, hip.n.05, hip.n.04, arm.v.01, arm.v.02"
ēlā,"awl.n.01, bodkin.n.04, bodkin.n.03, bodkin.n.02"
2.*per-,"balance.n.12, balance.n.02, balance.n.06, balance.n.04, balance.n.01, equalize.v.01, balance.v.02, balance.v.01, balance.v.04"
"ku̯elək-, or kelək-, kolək-","bale.n.01, bundle.n.02, bundle.v.04, bale.v.01, bundle.v.01"
"7. kel-, kol-, k<sub>o</sub>l-","beaker.n.02, beaker.n.01, chalice.n.01, goblet.n.01"
gʰrendʰ-,"beam.n.02, beam.n.06, beam.n.05, beam.n.04, beam.n.03, beam.v.01, beam.v.03"
"2. rēp-, rəp-","beam.n.02, beam.n.06, pole.n.01, pole.n.10, pole.n.09, rafter.n.01, stake.n.05, stake.n.03, beam.n.05, pole.n.03, pole.n.07, pole.n.06, pole.n.02, beam.n.04, beam.n.03, stake.n.04, beam.v.01, pole.v.03, beam.v.03, pole.v.02, stake.v.03, stake.v.04, rafter.v.01"
"2. sel-, su̯el-","beam.n.02, beam.n.06, board.n.03, board.n.09, sill.n.01, beam.n.05, board.n.04, board.n.01, sill.n.02, beam.n.04, beam.n.03, board.n.02, beam.v.01, beam.v.03, board.v.04, board.v.03, board.v.01, board.v.02"
2. (s)teg-,"beam.n.02, beam.n.06, pole.n.01, pole.n.10, pole.n.09, stake.n.05, stake.n.03, beam.n.05, pole.n.03, pole.n.07, pole.n.06, pole.n.02, beam.n.04, beam.n.03, stake.n.04, beam.v.01, pole.v.03, beam.v.03, pole.v.02, stake.v.03, stake.v.04"
u̯anḱ-,"beam.n.02, beam.n.06, beam.n.05, beam.n.04, beam.n.03, beam.v.01, beam.v.03"
6. bʰel-,"bell.n.01, bell.n.10, bellow.n.01, bell.n.03, bell.n.06, bell.n.05, bell.n.04, bellow.v.02, bell.v.01, resound.v.01"
1. ḱik-,"belt.n.02, belt.n.01, belt.n.06, strap.n.04, strap.n.01, strap.n.03, strap.n.02, thong.n.03, thong.n.02, belt.n.03, strap.v.04, strap.v.03, strap.v.01, belt.v.03, belt.v.02"
"2. ank-, ang-","bend.n.03, bend.n.06, bend.n.05, angle.n.03, bend.n.01, angle.n.01, angle.v.04, bend.v.02, bend.v.01, angle.v.01"
2. bʰedʰ-,"bend.n.03, bend.n.06, crook.n.03, bend.n.05, bend.n.01, bend.v.02, crook.v.01, bend.v.01"
pelḱ- : polḱ-,"bend.n.03, bend.n.06, bend.n.05, bend.n.01, bend.v.02, bend.v.01"
1. nāus-,"boat.n.01, ship.n.01, ship.v.05, ship.v.04, boat.v.01, ship.v.02"
"1. krep-, kr̥p-","body.n.11, body.n.09, body.n.01, body.n.03, body.n.08, body.n.02, body.n.06, body.n.04, body.v.01"
*plek̑-{1},"braid.n.02, braid.n.01, braid.v.03, braid.v.02, braid.v.01"
*resg-{1},"braid.n.02, braid.n.01, braid.v.03, braid.v.02, braid.v.01"
2.*tek-,"braid.n.02, weave.n.01, braid.n.01, weave.v.01, braid.v.03, braid.v.02, weave.v.02, braid.v.01, weave.v.04"
1.*bʰreu̯H-{1},"bubble.n.04, bubble.n.03, fizz.n.01, bubble.n.01, bubble.v.01, bubble.v.04, bubble.v.03"
?*bʰled-{1},"bubble.n.04, bubble.n.03, fizz.n.01, bubble.n.01, bubble.v.01, bubble.v.04, bubble.v.03"
"trē̆b-, trōb-, tr<sub>e</sub>b-, or trəb-, tr̥b-","building.n.01, dwelling.n.01, building.n.04"
bol-,"bulb.n.03, bulb.n.06, tuber.n.02, tuber.n.01, bulb.n.01, bulb.n.04"
bʰasko-,"bundle.n.02, fascicle.n.01, bundle.v.04, heap.v.03, bundle.v.01, heap.v.01"
bʰar- : bʰor- : bʰr̥-,"burr.n.02, burr.n.04"
*magʰ-{1},"can.n.01, can.n.03, can.n.02, can.v.01"
kagʰlo-,"chalk.n.04, chalk.n.02, pebble.n.01, chalk.n.01, chalk.v.01"
2. mat-,"club.n.03, club.n.06, hoe.n.01, mattock.n.01, club.n.02, club.v.04, club.v.03, hoe.v.01, club.v.02, club.v.01"
?*u̯Rei̯H-{1},"compress.n.01, compress.v.02, compress.v.01"
"1. pē̆d-, pō̆d-","container.n.01, vessel.n.02, vessel.n.03, vessel.n.01"
2. kerd-,"craft.n.02, craft.n.05, craft.n.04, craft.n.03, craft.v.01"
keku-,"cudgel.n.01, cudgel.v.01"
*mer-,"die.n.01, die.n.02, die.n.03, die.v.11, die.v.10, die.v.01, disappear.v.01, die.v.09, die.v.08, die.v.07, die.v.03, die.v.06, die.v.05, die.v.02"
?*h₁ek/k̑-{1},"die.n.01, die.n.02, die.n.03, die.v.11, die.v.10, die.v.01, die.v.09, die.v.08, die.v.07, die.v.03, die.v.06, die.v.05, die.v.02"
