root,meaning
3. sel-,seize
3. sel-,take
4. sel-,to jump
4. sel-,leap
4. sel-,spring
4. sel-,exult
5. sel-,to creep
5. sel-,crawl
"6. sel-, selə- : slā-",lucky
"6. sel-, selə- : slā-",favorable; luck
selǵ-,to pour out
selǵ-,set free
selǵ-,send/throw away
selk-,to pull
selk-,drag; sulcus
selk-,furrow
selos-,sea
selos-,lake
selos-,swamp
selp-,salve
selp-,fat
selp-,butter
1. sem-,to draw
1. sem-,pour
1. sem-,scoop
2. sem-,one
2. sem-,some
2. sem-,together
3. sem-,summer
sēmi-,half
sēmi-,semi-
"sen-, sene-, sen(e)u-, senə-",to prepare
"sen-, sene-, sen(e)u-, senə-",work on
sendʰro-,clotted
sendʰro-,coagulated; fluid
sendʰro-,melted
sendʰro-,etc.
sengʷ-,to sink
sengʷ-,sag
sengʷ-,fall
sengʷʰ-,to sing
"seni-, senu-, s<sub>e</sub>ni-, sn̥-ter-",for oneself; sundry
"seni-, senu-, s<sub>e</sub>ni-, sn̥-ter-",separate
senk-,to singe
senk-,burn
senk-,dry
sen(o)-,old
sen(o)-,senile
sen(o)-,senior
sent-,to send
sent-,go
sent-,choose direction; to sense
sep-,to honor
sep-,care for
sep-,concern oneself with
septm̥,seven
1. ser-,to flow
1. ser-,stream
2. ser-,to serve
2. ser-,guard
2. ser-,protect
2. ser-,shelter
"3. ser-, sor-",red
4. ser-,to insert
4. ser-,line up
4. ser-,put/bind together
"5. ser-, extended serp-",sickle
serk-,to fence; hedge
serk-,plaited work
serp-,to creep
serp-,crawl
"1. seu-, seʷə- : sū-",sop
"1. seu-, seʷə- : sū-",soup
"1. seu-, seʷə- : sū-",juice
"1. seu-, seʷə- : sū-",liquid
"2. seu-, seu̯ə-, sū̆-",to bear (a child); son
"3. seu- : su-, seu̯ə- : sū-",to bend
"3. seu- : su-, seu̯ə- : sū-",turn
"4. seu-, seu-t-",to seethe
"4. seu-, seu-t-",boil
seug-,sad
seug-,sick
seug-,grievous
seug-,afflicted
"seu̯ə-, sū-",to leave behind?
seu̯i̯o-,(to the) left
si̯ē[u]-ro- : si̯ə-ur(i̯o)-,brother-in-law
"si̯ū-, sīu̯-",to sew
"skabʰ-, skambʰ-",to support
(s)kāi-,bright
(s)kāi-,shining
"(s)k(ʰ)ai-, (s)k(ʰ)ai-d-, (s)k(ʰ)ai-t-",to cuff
"(s)k(ʰ)ai-, (s)k(ʰ)ai-d-, (s)k(ʰ)ai-t-",kick
"sḱāi-, sḱəi- : sḱī-",to shine/shimmer dully; shadow
"(s)kamb-, and (s)kemb-",to bend
"(s)kamb-, and (s)kemb-",curve
"(s)kamb-, and (s)kemb-",hump
"(s)k(ʰ)ed-, (s)k(ʰ)e-n-d-",to crush
"(s)k(ʰ)ed-, (s)k(ʰ)e-n-d-",shatter
"(s)k(ʰ)ed-, (s)k(ʰ)e-n-d-",split to pieces
sḱed-,to cover
skē̆i-,to cut
skē̆i-,skive
skē̆i-,exscind
skē̆i-,separate
"skē̆i-bʰ-, nasalized ski-m-bʰ-",to limp; slanting
"(s)kek-, skeg-",to jump
"(s)kek-, skeg-",spring
"(s)kek-, skeg-",move quickly; shake
1. (s)kel-,to cut
1. (s)kel-,halve
2. (s)kel-,to owe
2. (s)kel-,be guilty
3. (s)kel-,to parch
3. (s)kel-,dessicate
3. (s)kel-,dry out
"4. (s)kel-, extended klā-, klō-",to bend; crooked
(s)ḱel-,to jump
(s)ḱel-,spring
skʰel-,to stumble
(s)ḱem-,deformed
(s)ḱem-,disabled
(s)ḱem-,mutilated; hornless
(s)ken-(d-),to skin
(s)ken-(d-),flay
(s)ken-(d-),split off
skendʰ-,to dive
skendʰ-,plunge
(s)keng-,to hobble; lame
(s)keng-,slanted
1. (s)kep-,to hide
1. (s)kep-,cover
"2. (s)kē̆p-, (s)kō̆p-, and (s)kā̆p-, (s)kē̆b(ʰ)-, skob(ʰ)-, and skā̆b(ʰ)-",to cut
"2. (s)kē̆p-, (s)kō̆p-, and (s)kā̆p-, (s)kē̆b(ʰ)-, skob(ʰ)-, and skā̆b(ʰ)-",shave
"2. (s)kē̆p-, (s)kō̆p-, and (s)kā̆p-, (s)kē̆b(ʰ)-, skob(ʰ)-, and skā̆b(ʰ)-",split with sharp tool
1. (s)ker-,to shrink
1. (s)ker-,dry out
1. (s)ker-,wrinkle up; dry
1. (s)ker-,thin
"2. (s)ker-, skerə- : skrē-",to jump
3. (s)ker-,to bend
3. (s)ker-,curve
3. (s)ker-,turn
"4. (s)ker-, (s)kerə-, (s)krē-",to cut
"4. (s)ker-, (s)kerə-, (s)krē-",shear
"4. (s)ker-, (s)kerə-, (s)krē-",score
"4. (s)ker-, (s)kerə-, (s)krē-",scribe
sḱer-(d-),to defecate; dung
sḱer-(d-),excrement
"(s)kerb(ʰ)-, (s)kreb(ʰ)-, nasalized (s)kremb-",to curve
"(s)kerb(ʰ)-, (s)kreb(ʰ)-, nasalized (s)kremb-",turn
(s)kert-s-,across
(s)kert-s-,straight along
skēt- : skət-,to jump
skēt- : skət-,spring
"skētʰ-, skətʰ-",to scold
"skētʰ-, skətʰ-",scathe
"skētʰ-, skətʰ-",injure
"skētʰ-, skətʰ-",damage
1. (s)keu-,to perform
1. (s)keu-,carry out
"2. (s)keu-, (s)keu̯ə : (s)kū-",to hide
"2. (s)keu-, (s)keu̯ə : (s)kū-",wrap
"2. (s)keu-, (s)keu̯ə : (s)kū-",cover
"3. skē̆u-, ksē̆u-",to sneeze
6. skēu(-t)-,to cut
6. skēu(-t)-,scratch
6. skēu(-t)-,separate
sḱē̆u-,to push
sḱē̆u-,shoot
sḱē̆u-,throw
"skeub-, skeubʰ-, skeug-",to shove
"skeub-, skeubʰ-, skeug-",move
"skeub-, skeubʰ-, skeug-",shoot
"skeub-, skeubʰ-, skeug-",throw
1. skeud-,to grumble
1. skeud-,protest; unwilling
2. (s)keud-,to shoot
2. (s)keud-,throw
"(s)keup-, skeub(ʰ)-",sheaf
"(s)keup-, skeub(ʰ)-",bunch
"(s)keup-, skeub(ʰ)-",flock
"(s)keup-, skeub(ʰ)-",etc.
"(s)keut-, (s)keudʰ-",to shrink
"(s)keut-, (s)keudʰ-",shrivel up
"sḱlēk-, sḱlək-",to spray
"sḱlēk-, sḱlək-",sprinkle; wet
skordʰo-,pan
skordʰo-,vessel; potsherd
skot-,shade
skot-,shadow
skot-,darkness
(s)kū̆t-,to shake
(s)kū̆t-,shudder
(s)kʷalo-s,(type of large fish
(s)kʷalo-s,e.g. whale)
sku̯erb(ʰ)-,to pierce
sku̯erb(ʰ)-,stick (of thorns)
"sk(ʰ)u̯oi̯-, sk(ʰ)u̯i(i̯)-",thorn
"sk(ʰ)u̯oi̯-, sk(ʰ)u̯i(i̯)-",needle
(s)lā̆gʷ-,to grab
(s)lā̆gʷ-,latch
(s)lā̆gʷ-,seize
slak-,to hit
slak-,hammer
"(s)lēg- : (s)ləg-, and (s)leg-",weak
"(s)lēg- : (s)ləg-, and (s)leg-",feeble
"(s)lēg- : (s)ləg-, and (s)leg-",languid
(s)leidʰ-,to slide; slippery
(s)leig-,to hack
(s)leig-,hit
"slenk-, sleng-",to turn
"slenk-, sleng-",wind; creep
"slenk-, sleng-",slink
(s)leu-,slack
(s)leu-,feeble
(s)leu-,loosely hanging
sleub(ʰ)-,to slide
sleub(ʰ)-,slip
"(s)leug-, (s)leuk-",to swallow
"(s)leuǵ-, (s)leuḱ-",to slide
"(s)leuǵ-, (s)leuḱ-",slip
"(s)leup-, (s)leub(ʰ)-",to hang slackly
"(s)lī- : sləi-, or slōi-, slī-u̯o-",livid
"(s)lī- : sləi-, or slōi-, slī-u̯o-",bluish
"slougo-, slougā- (fem.)",help
"slougo-, slougā- (fem.)",service
"(s)lr̥g-, and sler-",(onomatopoeic: to swallow)
"sme, smā̆",really
"sme, smā̆",truly (emphatic particle)
"smē-, smeī-, sm-ei-",to rub
"smē-, smeī-, sm-ei-",smear
smeg(ʰ)-,to smack
smeg(ʰ)-,taste
"1. (s)mei-, smeu-",to smile
2. smēi- : sməi- : smī̆-,to carve
2. smēi- : sməi- : smī̆-,work with sharp tool
"smeit-, smit-",to throw
smek-,beard
smek-,chin
1. smel-,to smolder
1. smel-,burn slowly
2. smel-,gray
(s)mer-,to mourn
(s)mer-,remember
(s)mer-,think of
(s)mer-,care for
"smerd-, smord-",to stink
smeru-,fat
smeru-,grease
smeru-,smear
"(s)meukʰ-, (s)meug-, (s)meugʰ-",to smoke; smoke
smog-,heavy
smog-,burdensome
"snā-, snə-(t-), snāu-, sn-eu-, sn-et-",to flow
"snā-, snə-(t-), snāu-, sn-eu-, sn-et-",swim; damp
(s)nadʰ-,to cut
(s)nadʰ-,slice
"(s)nē-, and (s)nēi-",to spin
"(s)nē-, and (s)nēi-",twist threads together
"(s)nēbʰ-ri-, (s)nōbʰ-ri-",thin
"(s)nēbʰ-ri-, (s)nōbʰ-ri-",narrow
sneig-,to crawl
sneig-,snake
sneigʷʰ-,to snow; snow
sneit-,to cut
"snēp-, snōp-, snəp-",to gather in sheaves/bundles; twist into rope
"1. (s)ner-, (s)nur-",to snarl
"1. (s)ner-, (s)nur-",growl
2. (s)ner-,to turn
2. (s)ner-,wind
2. (s)ner-,etc.
(s)nerb-,to cut?
"snēu- : snū-, and snĕu-",to turn
"snēu- : snū-, and snĕu-",bind
"snēu- : snū-, and snĕu-",attach; band
"snēu- : snū-, and snĕu-",sinew
sneubʰ-,to woo
sneubʰ-,marry
1. sneud(ʰ)-,to drowse
1. sneud(ʰ)-,slumber; drowsy
1. sneud(ʰ)-,sleepy
2. sneudʰ-,fog
2. sneudʰ-,mist
snusós,daughter-in-law
"so(s), sā",(nom. sg. demonstrative stem: he
"so(s), sā",she)
"solo-, sol(e)u̯o-",whole
"solo-, sol(e)u̯o-",well-kept
"solo-, sol(e)u̯o-",salubrious
sō[u]rā : sōrā,calf (of leg)
spako-,point; small drop
"sp(ʰ)ē-, sp(ʰ)ə-(dʰ-)",long flat piece of wood
"speǵ-, or spō̆ǵ-",to watch sharply
"speǵ-, or spō̆ǵ-",be attentive
1. (s)p(ʰ)ē̆i- : (s)p(ʰ)ī̆-,sharp/pointed stick: spile
1. (s)p(ʰ)ē̆i- : (s)p(ʰ)ī̆-,spit
1. (s)p(ʰ)ē̆i- : (s)p(ʰ)ī̆-,etc.
"2. sp(ʰ)ei : sp(ʰ)ī̆, and sp(ʰ)ē : sp(ʰ)ə-",to pull
"2. sp(ʰ)ei : sp(ʰ)ī̆, and sp(ʰ)ē : sp(ʰ)ə-",drag
"3. sp(ʰ)ē(i)-, spī-, and spʰē- : spʰə-",to fatten
"3. sp(ʰ)ē(i)-, spī-, and spʰē- : spʰə-",prosper
"3. sp(ʰ)ē(i)-, spī-, and spʰē- : spʰə-",succeed
"3. sp(ʰ)ē(i)-, spī-, and spʰē- : spʰə-",etc.
speḱ-,to watch
speḱ-,inspect
speḱ-,spy on
(s)pel-,to speak aloud
(s)pel-,tell with emphasis
1. (s)p(ʰ)el-,to cut
1. (s)p(ʰ)el-,split
1. (s)p(ʰ)el-,spall
1. (s)p(ʰ)el-,tear off; board
2. (s)p(ʰ)el-,to shine
2. (s)p(ʰ)el-,glitter
(s)p(ʰ)elg-,to split
(s)p(ʰ)elg-,splinter
"sp(ʰ)elǵʰ(en), splenǵʰ-, splē̆ǵʰ-",milt; spleen
1. (s)pen(-d)-,to pull
1. (s)pen(-d)-,spin
"2. *(s)pen-, (s)pon-, (s)pondʰo-",wooden pail
spend-,to offer a libation
sp(ʰ)e(n)d-,to shake
sp(ʰ)e(n)d-,quiver
sp(ʰ)eng-,to shine
sp(ʰ)eng-,glitter
"speno-, stē̆no-, p(ə)stē̆no-",teat
"speno-, stē̆no-, p(ə)stē̆no-",breast
"speno-, stē̆no-, p(ə)stē̆no-",nipple
1. (s)per-,pole
1. (s)per-,spar
1. (s)per-,rafter
2. sper(-g)-,(type of bird
2. sper(-g)-,esp. sparrow)
3. sper-,to turn
3. sper-,wind
"4. (s)p(ʰ)er-, (s)p(ʰ)erəg-",to rip
"4. (s)p(ʰ)er-, (s)p(ʰ)erəg-",tear; rag
"4. (s)p(ʰ)er-, (s)p(ʰ)erəg-",snippet
"1. sp(ʰ)er-, sp(ʰ)erə-",to rush
"1. sp(ʰ)er-, sp(ʰ)erə-",push away
"1. sp(ʰ)er-, sp(ʰ)erə-",act rashly
"1. sp(ʰ)er-, sp(ʰ)erə-",etc.
"2. (s)p(ʰ)er-, sprei-, spreu-",to sow
"2. (s)p(ʰ)er-, sprei-, spreu-",strew
"2. (s)p(ʰ)er-, sprei-, spreu-",spread
"2. (s)p(ʰ)er-, sprei-, spreu-",scatter
"2. (s)p(ʰ)er-, sprei-, spreu-",sprinkle
3. sp(ʰ)er-,balls of goat/sheep excrement
"sp(ʰ)erd(ʰ)-, (s)p(ʰ)red(ʰ)-, nasalized sp(ʰ)rend(ʰ)-",to rush
"sp(ʰ)erd(ʰ)-, (s)p(ʰ)red(ʰ)-, nasalized sp(ʰ)rend(ʰ)-",sprint
"sp(ʰ)erd(ʰ)-, (s)p(ʰ)red(ʰ)-, nasalized sp(ʰ)rend(ʰ)-",spring; running
"*(s)p(ʰ)ereg-, (s)p(ʰ)erəg-, (s)p(ʰ)rēg-, nasalized spreng-",to rush
"*(s)p(ʰ)ereg-, (s)p(ʰ)erəg-, (s)p(ʰ)rēg-, nasalized spreng-",hurry; strew
"*(s)p(ʰ)ereg-, (s)p(ʰ)erəg-, (s)p(ʰ)rēg-, nasalized spreng-",sprinkle
"*(s)p(ʰ)ereg-, (s)p(ʰ)erəg-, (s)p(ʰ)rēg-, nasalized spreng-",disperse
"sperǵʰ-, spreǵʰ-, nasalized sprenǵʰ-",to rush
"sperǵʰ-, spreǵʰ-, nasalized sprenǵʰ-",hurry
"sperǵʰ-, spreǵʰ-, nasalized sprenǵʰ-",spring
"sperǵʰ-, spreǵʰ-, nasalized sprenǵʰ-",jump
(s)p(ʰ)eu-d-,to press
(s)p(ʰ)eu-d-,hurry
(s)pī̆ko-,woodpecker (or other large bird)
(s)pingo-,finch
(s)pingo-,sparrow
"(s)p(ʰ)i̯ēu- : (s)pi̯ū-, (s)pīu̯-",to spit
"(s)p(ʰ)i̯ēu- : (s)pi̯ū-, (s)pīu̯-",spew
"(s)p(ʰ)i̯ēu- : (s)pi̯ū-, (s)pīu̯-",sputter
(s)plei-,to cut
(s)plei-,split
(s)pleiǵʰ-,to splay (legs)
(s)poimno-,foam
(s)poimno-,spume
(s)poimno-,spray
sp(ʰ)reig-,to teem
sp(ʰ)reig-,abound
sp(ʰ)reig-,overflow
"srebʰ-, sr̥bʰ-, and serbʰ-",to sip
"srebʰ-, sr̥bʰ-, and serbʰ-",slurp
"srebʰ-, sr̥bʰ-, and serbʰ-",swallow
"sr-edʰ-, sr-et-",to boil
"sr-edʰ-, sr-et-",spout
"sr-edʰ-, sr-et-",whirl
(s)reigʰ-,to creep
(s)reigʰ-,climb
(s)reigʰ-,clamber
srenk-,to snore
srēno-,body part (e.g. hip
srēno-,loins)
sresk-,to drip
sresk-,drizzle
sreu-,to stream
sreu-,flow
sreup-,dirty
sreup-,scabby
"srīg-, srīgos-",cold
"srīg-, srīgos-",frost
srō̆mo-,lame
stā- : stə-,to stand
stag-,to drip
stag-,drizzle
stag-,trickle
(s)tāi-,to steal
(s)tāi-,do secretly
"stāi-, stī̆-, sti̯-ā-",to condense
"stāi-, stī̆-, sti̯-ā-",press together; stiff; stone
"stāk-, stek-",to place
"stāk-, stek-",stand
"steb(ʰ)-, and stēb(ʰ)- : stəbʰ-, nasalized stemb(ʰ)-, step-, also stēp-?, nasalized stemp-, nominal stəbʰo-s, stemb(ʰ)ro-s, stomb(ʰ)o-s",stump
"steb(ʰ)-, and stēb(ʰ)- : stəbʰ-, nasalized stemb(ʰ)-, step-, also stēp-?, nasalized stemp-, nominal stəbʰo-s, stemb(ʰ)ro-s, stomb(ʰ)o-s",post
"steb(ʰ)-, and stēb(ʰ)- : stəbʰ-, nasalized stemb(ʰ)-, step-, also stēp-?, nasalized stemp-, nominal stəbʰo-s, stemb(ʰ)ro-s, stomb(ʰ)o-s",pillar; to support
"steb(ʰ)-, and stēb(ʰ)- : stəbʰ-, nasalized stemb(ʰ)-, step-, also stēp-?, nasalized stemp-, nominal stəbʰo-s, stemb(ʰ)ro-s, stomb(ʰ)o-s",etc.
1. (s)teg-,to deck
1. (s)teg-,thatch
1. (s)teg-,cover; house
1. (s)teg-,roof
2. (s)teg-,stake
2. (s)teg-,pole
2. (s)teg-,beam
"stegʰ-, nasalized stengʰ-",stick
"stegʰ-, nasalized stengʰ-",stalk
"stegʰ-, nasalized stengʰ-",stang
"stegʰ-, nasalized stengʰ-",etc.
(s)tei-,sharp
(s)tei-,pointed; spike
(s)tei-,style
(s)tei-,stylus
"stē̆ib(ʰ)-, stī̆b(ʰ)-, stē̆ip-, stī̆p-",stick
"stē̆ib(ʰ)-, stī̆b(ʰ)-, stē̆ip-, stī̆p-",pole
"stē̆ib(ʰ)-, stī̆b(ʰ)-, stē̆ip-, stī̆p-",stake; stiff
(s)teig-,to stick
(s)teig-,prick; sharp
steigʰ-,to climb
steigʰ-,ascend; stride
steigʰ-,march
(s)teigʷ-,arm
(s)teigʷ-,shoulder; thigh
(s)teigʷ-,hip
1. (s)tel-,to urinate
1. (s)tel-,let flow
"2. stel-, stelə-",to dilate
"2. stel-, stelə-",broaden
"2. stel-, stelə-",stretch out; broad
3. stel-,to put
3. stel-,place
stem-,to push
stem-,thrust; stumble
stem-,stutter
1. (s)ten-,to drone
1. (s)ten-,groan
1. (s)ten-,thunder
1. (s)ten-,etc.
2. sten-,to narrow
2. sten-,hem in
"1. (s)ter-, (s)terə- : (s)trē-",stark
"1. (s)ter-, (s)terə- : (s)trē-",stiff
"1. (s)ter-, (s)terə- : (s)trē-",solid
"1. (s)ter-, (s)terə- : (s)trē-",rigid
"1. (s)ter-, (s)terə- : (s)trē-",etc.
2. stē̆r-,star
3. ster-,to rob
3. ster-,steal
"4. ster-, also sterə- : strē-, strei-, streu-",line
"4. ster-, also sterə- : strē-, strei-, streu-",streak
"4. ster-, also sterə- : strē-, strei-, streu-",strip
"4. ster-, also sterə- : strē-, strei-, streu-",stripe
"5. ster-, sterə- : strē-, steru- : streu-",to strew
"5. ster-, sterə- : strē-, steru- : streu-",scatter
"5. ster-, sterə- : strē-, steru- : streu-",spread out
6. ster-,barren
6. ster-,sterile
6. ster-,unfruitful
7. (s)ter-n-,thorn
7. (s)ter-n-,prickly stalk
8. (s)ter-,dung
8. (s)ter-,stercory
8. (s)ter-,dirty water; to rot
8. (s)ter-,befoul
"sterg-, sterk-",to care for
"sterg-, sterk-",pay careful attention to
1. (s)teu-,to hit
1. (s)teu-,push
1. (s)teu-,thrust
2. steu-,to praise (aloud)
steu̯ə-,to coagulate
steu̯ə-,become dense/thick
"stilp-, stilb-",to shine; to look
"stilp-, stilb-",show
stomen-,mouth
stomen-,stoma
"storos, stornos, str̥nos?",starling
"storos, stornos, str̥nos?",songbird
1. streig-,to halt
1. streig-,pause
1. streig-,falter
1. streig-,be(come) stuck
2. streig-,taut
2. streig-,stiff
2. streig-,strict; to twist; rope
"3. (s)treig-, streid(ʰ)-",to hiss
"strenk-, streng-",tight
"strenk-, streng-",cramped; cord
"strenk-, streng-",string
"(s)trep-, (s)treb-",to cry
"(s)trep-, (s)treb-",make wild noises
stru-,gray-haired
stru-,old (man)
"su-, sū-",good
"su-, sū-",well
"sū̆-s, suu̯-ós",pig
"sū̆-s, suu̯-ós",sow
"sū̆-s, suu̯-ós",swine
"sū-ro-, sou-ro-",sour
"sū-ro-, sou-ro-",bitter
"sū-ro-, sou-ro-",salty; cheese
1. sūs-,to whistle (of wind)
2. sūs-,parent
2. sūs-,creator
2. sūs-,producer
su̯ād-,sweet; to enjoy something
su̯ard-,to laugh
"su̯ei-, su̯i-",to pipe
"su̯ei-, su̯i-",whistle
"su̯ei-, su̯i-",sibilate
su̯ē̆(i)-,to bend
su̯ē̆(i)-,turn
su̯ē̆(i)-,swing
su̯ē̆(i)-,swivel
1. su̯eid-,to shine
1. su̯eid-,glisten
2. su̯eid-,to sweat
2. su̯eid-,perspire; sweat
su̯ēid-,milk
su̯ek-,to smell (good)
su̯ekrū́-,husband's mother
"su̯eḱs, seḱs, kseḱs, ksu̯eḱs, u̯eḱs : uḱs",six
s(u̯)ekʷo-s,sap
s(u̯)ekʷo-s,pitch
s(u̯)ekʷo-s,resin
1. su̯el(-k)-,to eat
1. su̯el(-k)-,drink
1. su̯el(-k)-,swill
1. su̯el(-k)-,swallow
2. su̯el-,to burn
2. su̯el-,smolder
2. su̯el-,swelter
"3. su̯el-, su̯ol-, sul-",sole of foot; ground
"su̯e-lo-, su̯elii̯o(n)-",brother-in-law
su̯elplo-s,sulphur
su̯em-,to swim
su̯em-,move
su̯en-,to sound
su̯en-,resound
(s)u̯endʰ-,to dwindle
(s)u̯endʰ-,disappear
"su̯eng-, su̯enk- : su̯eg-, su̯ek-",to bend
"su̯eng-, su̯enk- : su̯eg-, su̯ek-",swing
"su̯eng-, su̯enk- : su̯eg-, su̯ek-",swag
"su̯enk-, sunk-",heavy; pregnant
"su̯ento-, sunto-",sound
"su̯ento-, sunto-",active
"su̯ento-, sunto-",healthy
"su̯ento-, sunto-",vigorous
"1. su̯ep-, sup-",to sleep
"2. su̯ep-, sup-, su̯eb-",to throw
"1. su̯er-, also ser-?",to speak
"1. su̯er-, also ser-?",swear
"1. su̯er-, also ser-?",answer
2. su̯er-,to buzz
2. su̯er-,hiss
3. su̯er-,stake
4. su̯er-,to cut
4. su̯er-,prick
4. su̯er-,pierce
"su̯erbʰ-, also su̯er-?",to turn
"su̯erbʰ-, also su̯er-?",sweep
"su̯erbʰ-, also su̯er-?",swerve
su̯ergʰ-,to be ill; to sorrow
su̯ergʰ-,care for
su̯esor-,sister
su̯ī-,to fade
su̯ī-,dwindle
su̯ī-,become silent
su̯omb(ʰ)o-s,porous
su̯omb(ʰ)o-s,spongy
su̯omb(ʰ)o-s,swampy
su̯ordo-s,black
su̯ordo-s,swarthy; dark/dirty color
"tā-, tə-, tāi-, təi-, tī̆-; [tāu-], təu-, tū̆-",to thaw
"tā-, tə-, tāi-, təi-, tī̆-; [tāu-], təu-, tū̆-",melt
"tā-, tə-, tāi-, təi-, tī̆-; [tāu-], təu-, tū̆-",decay
"tā-, tə-, tāi-, təi-, tī̆-; [tāu-], təu-, tū̆-",dissipate
tād-,to act purposefully
"tag-, or teg- : tog- : t<sub>e</sub>g-",to grip
"tag-, or teg- : tog- : t<sub>e</sub>g-",seize
"tag-, or teg- : tog- : t<sub>e</sub>g-",touch
tāg-,to tidy up
"tak-, takē(i)-",to be tacit
"tak-, takē(i)-",silent
tāl-,to grow
tāl-,turn green; plant
tāl-,young sprout
1. tap-,to dip
2. tap-,to press down/together
"tata-, and similarly tē̆ta-",daddy (nursery word)
taus-,calm
taus-,still
taus-,silent
taus-,peaceful
"tēg-, təg-",to burn
tegu-,thick
tegu-,fat
1. tek-,to bear
1. tek-,produce
2. tek-,to reach
2. tek-,stretch out (hand) for
3. tek-,to plait
3. tek-,weave
teḱþ-,to plait
tekʷ-,to flow
tekʷ-,run
"1. tel-, telə-, tlē(i)-, tlā-",to bear
"1. tel-, telə-, tlē(i)-, tlā-",carry; weigh
"1. tel-, telə-, tlē(i)-, tlā-",lift up
"2. tel-, telə-, telu-",flat (board
"2. tel-, telə-, telu-",ground)
3. tel-,to be calm/still
teleǵʰ-,to hit
telek-,to hit
telek-,push
telp-,to have room; spacious
"1. tem-, tend-",to cut
2. tem-,stunned
2. tem-,confused
tem(ə)-,dark
temp-,to span
temp-,stretch
temp-,extend
"1. ten-, tend-",to span
"1. ten-, tend-",stretch
"1. ten-, tend-",extend
1. teng-,to dunk
1. teng-,soak
1. teng-,wet
tengʰ-,to span
tengʰ-,extend; pull
tengʰ-,stretch
1. tenk-,to span
1. tenk-,extend; pull
1. tenk-,stretch
2. tenk-,to clot
2. tenk-,thicken
2. tenk-,contract; tight
2. tenk-,solid
tens-,to span
tens-,stretch
tens-,extend
"tenu-s, t<sub>e</sub>nu-s",thin
tep-,to be warm
tep-,tepid
1. ter-,to quiver
1. ter-,tremble
"2. ter-, teru-",weak
"2. ter-, teru-",feeble
"2. ter-, teru-",tender
"2. ter-, teru-",fragile
"3. ter-, terə-, and teri-, trēi-, trī-, also teru- : treu-",to bore
"3. ter-, terə-, and teri-, trēi-, trī-, also teru- : treu-",drill
"3. ter-, terə-, and teri-, trēi-, trī-, also teru- : treu-",rub
"3. ter-, terə-, and teri-, trēi-, trī-, also teru- : treu-",thresh
"4. ter-, terə- : tr̥̄-, trā-, teru-",to cross
"4. ter-, terə- : tr̥̄-, trā-, teru-",get over
"4. ter-, terə- : tr̥̄-, trā-, teru-",etc.
5. ter-,through
5. ter-,over
5. ter-,etc.
6. ter-,(boring/gnawing insect)
"terd-, tred-",to bore
"terd-, tred-",drill through
"terk-, trek-, tork-, trok-",to torque
"terk-, trek-, tork-, trok-",turn
"terp-, trep-",to enjoy
"terp-, trep-",satisfy oneself
ters-,to toast
ters-,dry; thirst
tet(e)r-,(onomatopoeic: to quack)
2. teu-,to notice
2. teu-,observe
2. teu-,listen to
"tēu-, təu-, teu̯ə-, tu̯ō-, tū̆-",to swell
"tēu-, təu-, teu̯ə-, tu̯ō-, tū̆-",intumesce
teuk-,germ
teuk-,seed
teuk-,sprout
teuk-,offspring
teup-,to crouch down
teup-,conceal oneself
teus-,to empty
"teu̯ə-, tu̯ā-",to sift
"ti-ti-, (ti)til-",(onomatopoeic: chirping of small bird)
"1. to-, tā-, ti̯o-",that
"1. to-, tā-, ti̯o-",him (neut. or non-nom. demonstrative stem)
tolkʷ-,to speak
"1. tong-, *teng-",to think
"1. tong-, *teng-",feel
top-,to reach
top-,stay; place
"tor-, toro-s",loud
"tor-, toro-s",distinct
"tor-, toro-s",audible
"trāgʰ-, trō̆gʰ-, and trē̆gʰ-",to drag
"trāgʰ-, trō̆gʰ-, and trē̆gʰ-",train
"trāgʰ-, trō̆gʰ-, and trē̆gʰ-",pull
"trāgʰ-, trō̆gʰ-, and trē̆gʰ-",move
"trē̆b-, trōb-, tr<sub>e</sub>b-, or trəb-, tr̥b-",building
"trē̆b-, trōb-, tr<sub>e</sub>b-, or trəb-, tr̥b-",dwelling
treg-,to make an effort
treg-,use all one's strength; battle
treg-,force; solid
trei-,three
trei-,trio
"treisti-, or trīsti-",sulky
"treisti-, or trīsti-",moody
"treisti-, or trīsti-",stubborn
trek-,to pull
trek-,run
"trem-, trems-",to shake
"trem-, trems-",tremble; to stomp
"trem-, trems-",trample
1. trenk-,to throng
1. trenk-,push
1. trenk-,press together
2. trenk-,to wash
2. trenk-,bathe
2. trenk-,cleanse
1. trep-,to trip
1. trep-,tread
1. trep-,trample
2. trep-,to bow the head
2. trep-,turn away in shame
"tres-, ters-, *teres-",to quiver
"tres-, ters-, *teres-",tremble
trē̆u-,to prosper
tr-eu-d-,to thrust
tr-eu-d-,push
tr-eu-d-,press
tr-eu-d-,squash
"trii̯əto-, trīto-",sea; wet
"trii̯əto-, trīto-",watery
tris-,vine; stem
tris-,stalk
trozdos- : tr̥zdos-,thrush
trozdos- : tr̥zdos-,blackbird
trū̆des-,scratchy; leprosy?
trus-,reed
"tu, tutu",(onomatopoeic: chirping of bird)
tū̆,thou
tū̆,you
tū-lo-,slow
tū-lo-,lazy
tū-lo-,sluggish; boring
"1. tu̯ā̆k-, tuk-",to bind
"1. tu̯ā̆k-, tuk-",close up
"1. tu̯ā̆k-, tuk-",pull together
2. tu̯ak-,to bathe
tu̯akos,skin
